"peopleNumber","cinema","address","tele","lng","lat"
71239.00,"常州环卓时代凤凰影城","横山桥镇新利贸业广场3楼（海神王&海鲜城）","0519-88606066",120.10,31.76
71216.00,"中影UL城市影院(乐尚店)","裕安一路与翻身路交叉口乐尚生活广场2楼","0755-86616822",113.95,22.58
71197.00,"完美世界影城(凤岗店)","永盛大街永江大厦四楼401","0769-82927032",113.39,22.55
71140.00,"地质礼堂","西四羊肉胡同30号（中国地质博物馆南侧）","010-66168376010-66510643010-66178928",116.37,39.92
71118.00,"奥斯卡新天地影城","城东路与郑汴路交叉口向东300米康桥商务广场3楼","0371-663881280371-66388138",113.90,22.78
71097.00,"潇湘国际影城(盛和广场店)","南环路盛和广场3楼（即大润发）","0769-82580918",113.65,22.92
71082.00,"时代万隆国际影城","建设路万隆国际四楼","0558-7581117",104.08,30.64
71061.00,"和洲影城","历阳镇镇淮商业街5幢S159-S160","0555-2566999",116.83,23.54
71045.00,"大商影城(新玛特店)","淄博商厦4楼","0543-8179222",119.53,35.41
71045.00,"17.5今典国际影城(大学城店)","花园街澳新风情街2号楼1019-3号","0519-83988175",113.39,23.05
71024.00,"天幕影城","府前路梦时代广场沃尔玛四楼","0790-5882288",113.38,23.02
71012.00,"开元国际影城","文庙文化广场西侧（晶宫城市广场综合楼三楼）","0558-7102222",118.09,24.45
70978.00,"横店电影城(文登店)","缤纷尚街五楼","0631-3588666",122.05,37.19
70925.00,"漫游未来影院(诸暨店)","苎萝东路朗臻·新天地二楼","0575-89001116",120.25,29.70
70903.00,"大地数字影院(新华绿洲店)","西南路122-130号新玛特新华店4楼东南侧","0411-39743892",113.29,33.74
70726.00,"绵阳飞天影城","新华中路279号（太白广场）","0816-8181122",104.73,31.77
70677.00,"星美国际影城(布吉国都花园店)","布吉街道国都花园3楼（布吉公园旁）","0755-89354499",114.12,22.60
70642.00,"聊城新世纪影城","东昌路与柳园交叉口西北角（人民广场南头地下，金鼎商厦西门对过路西）","0635-2999118",115.98,36.45
70642.00,"东都国际影城","福马路638号和谐大酒店内8号楼1楼","0591-885155880591-88515577",117.72,35.84
70574.00,"惠州皇庭影院","华侨城大道富星商贸城4F","0752-8595666",114.71,22.97
70516.00,"中影国际影城(益田店)","龙平南路1号大运城邦一区三期商业益田假日天地四层10-11号","0769-819021800769-81902280",116.28,39.88
70466.00,"金凤凰中达电影城","裕民东路中达广场5楼","0953-22442220953-2246222",106.27,38.46
70426.00,"恒大影城","寒溪路55号恒大华府剧场","0735-2329888",113.64,28.15
70395.00,"星美国际影城(闵行店)","颛桥镇光华路1号（沪闵路口）","021-34672659",121.39,31.07
70389.00,"鑫都国际影城","鑫都国际广场5楼","0734-8599858",116.84,36.64
70322.00,"佛山星汇数字影院(均安店)","均安镇鹤峰路1号都市经典广场16座3楼312号商铺","0757-22279033",113.14,22.71
70308.00,"完美世界影城(临港店)","南汇新城镇环湖西二路588号2F","021-60755728",113.39,22.55
70268.00,"常山影剧院","燕赵南大街85号","0311-88022465",118.51,28.90
70185.00,"白山17.5影院(银座店)","浑江大街168-2号银座购物中心七层","0439-69111750439-6919175",126.42,41.93
70180.00,"北京中间影院","杏石口路中间艺术园区内","010-62858257",116.41,40.03
70009.00,"大地影院(欧尚店)","雨山东路与江东大道交界处欧尚商业中心一楼","0555-2399327",113.54,23.11
69986.00,"大地影院(昌邑店)","交通街与北海路交叉口佳乐家4楼","0536-2170086",119.39,36.84
69937.00,"芜湖沚津影都","湾沚镇荆江东路5号","0553-881515513955389505",118.57,31.14
69915.00,"星达影城(建业街店)","建业街万隆国际商业区3楼（近振华商厦）","0631-7588999",121.33,41.00
69855.00,"南浔环球时代影城","全民健身中心3号楼一楼（嘉业路与向阳路交叉路口）","0572-3911198",120.42,30.85
69816.00,"星美国际影商城(桂林店)","中山北路113号美居商贸城A1区4层","0773-3133999",110.30,25.30
69773.00,"星罗影院","燕顺路99号星罗城3楼东北侧","0316-309175513315631131",103.79,30.90
69772.00,"金棕榈中都益新影城","高新区天山大街与学苑路交叉口北国益新购物中心6F","0311-85267771",109.52,18.22
69764.00,"大地数字影院(购物公园店)","淦河大道购物公园4号楼四层","0715-8258686",113.54,23.11
69724.00,"嘉影国际影城","柳市镇车站路377号夏威夷大酒店旁","0577-61782828",113.26,23.16
69550.00,"九江中影天幕影城","前进东路华龙莱茵美郡2号楼","0792-8772333",116.00,29.67
69536.00,"深圳冷杉欢腾影城","沙头角街道沙盐路沙头角邮局2号公交站台旁乐活城4楼","0755-25251880",114.23,22.55
69535.00,"龙行国际影城(浦口店)","江浦街道中圣南街12号","025-58886464",118.62,32.05
69510.00,"星美电影城(平阳路店)","平阳路40号美特好超市4楼","0351-5627222",120.76,27.97
69437.00,"九洲影城","东风路140号（市花鼓剧院内）",,111.47,27.23
69346.00,"加州环球影院","峰汇国际四楼","0550-5786999",117.38,27.10
69236.00,"恒大影院","子材东大街88号恒大影城2-4层","0777-5728899",120.29,30.31
69171.00,"株洲星鑫国际影城","建设南路338号汉华国际数码广场5楼","0731-22975552",113.15,27.83
69123.00,"大地影院(华润万家店)","刘长山路与济微路交叉口华润万家负一层","0531-55690883",113.54,23.11
69122.00,"开元奥斯卡影城","市府东路南端市图书馆对面","0374-8686888",118.09,24.45
69101.00,"星美国际影商城南充新世纪店","新华路新世纪广场购物中心5楼","0817-58685880817-5868688",106.08,30.78
69086.00,"恒大影城","油车港镇正原北路恒大绿源旁","0573-83868911",113.64,28.15
69076.00,"华汇国际影城","东大街1号","0470-83529990470-8577056",120.21,30.09
68809.00,"珠海中影红星电影城","唐家港湾综合市场三楼","0756-3616777",113.59,22.35
68782.00,"红叶影城(红叶时代广场店)","皖西大道世纪景园对面红叶大楼三楼","0564-3308877",119.18,32.28
68754.00,"凤凰奥斯卡影城","体育路与联盟路交叉口","0375-2356789",109.60,27.94
68751.00,"希望电影城","建设路天和盛世4栋3楼","028-87120256",124.89,46.61
68726.00,"大地影院(邓铁梅路店)","邓铁梅路天河湾金座4楼","0415-8202255",113.54,23.11
68714.00,"横店电影城(宣威店)","文化路沃尔玛商业中心四楼","0874-7142811",104.10,26.22
68712.00,"恒大影城绿洲店","阿里山大街15号恒大绿洲影城三层","0311-88081188",113.64,28.15
68706.00,"华纳国际影城(辉县店)","涌金城市广场三楼（南关十字苏宁电器三楼）","0373-6777888",113.80,35.45
68566.00,"17.5影城(明思克店)","和平北街6号黄海玉山广场23号商铺","0536-6173173",116.36,39.95
68547.00,"潇湘国际影城(耒阳店)","五一路28号万亿百货5楼","0734-4289000",112.85,26.40
68454.00,"万和国际影城","漕河大道棕盛商业广场3号楼4层","0713-8978666",113.28,32.22
68426.00,"宜春盛视兄弟国际电影城","锦绣共和沃尔玛四楼","0795-7776622",115.54,28.06
68173.00,"龙游国际电影城","荣昌广场东侧世纪华联旁","0570-7138888",119.17,29.03
68166.00,"华夏国际影院","东门路麒麟公馆商业楼3-4楼","0701-2090888",118.05,36.84
68076.00,"中影星美国际影城(西昌店)","三岔口南路317号民族文化艺术中心","0834-8888123",102.26,27.87
67968.00,"合肥解放影院","宿州路与长江中路交口","0551-62652170",117.28,31.86
67954.00,"星城国际影城(胜芳店)","胜芳镇北环路和鑫商厦二层","0316-5123388",126.80,44.28
67854.00,"新国光影都","新国光商住广场北3楼（松台广场对面）","0577-88022888",126.76,45.86
67844.00,"大地影院(即墨家佳源店)","鹤山路999号家佳源购物中心三层","0532-67727211",120.18,35.95
67833.00,"百汇银河影城","龙岗大道（龙岗段）6483号欢城广场4F005（龙岗中心医院对面）","0755-89916991",116.31,40.05
67767.00,"潢川奥斯卡(人人购物广场店)","宁西路人人购物广场4楼","0376-3129888",115.03,32.13
67743.00,"萧山时代凤凰国际影城","萧绍路634号（金马同盛摩立方四楼）","0571-83535522",120.28,30.16
67656.00,"奥斯卡波尔多国际影城","博爱路与波尔多风情街交叉口南","0370-50636660370-5062989",113.90,22.78
67615.00,"奥纳影城(生态路店)","调兵山南开发区生态路8号","024-76919299",119.22,34.29
67486.00,"滁州金芒果影视城","府东街金芒果KTV对面","0550-6200009",118.31,32.30
67478.00,"大地影院(塘厦店)","莲湖新阳路南缤纷时代广场E栋2楼","0769-82107008",113.54,23.11
67471.00,"扬戈时代影城(三门店)","西区大道西城广场4F","0576-83330888",121.36,29.11
67460.00,"芒果国际影城","营盘东路13号芒果国际影城（展览馆路52号）","0731-825643310731-82224837",98.70,32.10
67456.00,"大地影院(财富中心店)","高新区纬二路3号财富中心广场B座负1层","0313-41111960313-4111197",113.54,23.11
67363.00,"深圳橙天欢乐影城(大浪店)","大浪商业中心二期纷享城3楼","0755-23737557",113.99,22.67
67324.00,"东莞华纳时代国际影城(塘厦店)","花园街碧桂园时代城4楼（饭菜真湘隔壁）","0769-82771918",114.10,22.81
67283.00,"磁湖梦电影城","黄石大道209号大金新百五楼","0714-6318800",115.09,30.21
67241.00,"17.5影城(包百店)","青年路17号（近包百步行街）","0472-52338440472-2145222-802",116.36,39.95
67153.00,"银星时尚国际影城","黄兴南路411号（黄兴南路步行街中心广场北段E区4楼）","0731-85550520",87.60,43.78
67110.00,"中影星天梦之岛影城(阳光100店)","桂中大道南端2号梦之岛商场6层","0772-88011160772-8801118",118.70,37.45
67080.00,"星美国际影商城(原太平洋影城)","诗仙路中段335号（沃尔玛购物广场2楼）","0816-3232378",114.06,32.12
67054.00,"大地影院(华研尚街店)","鄂托克西街青铜文化广场华研尚街1楼","0477-3885616",113.54,23.11
67030.00,"九天环球影城","正阳十一道街万和购物广场5楼","0455-7168888",108.20,24.30
67006.00,"世纪影城(大亚湾店)","大亚湾西区世纪城D栋五楼","0752-5535178",105.94,31.73
66981.00,"完美世界影城(新天地店)","人民中路66号开远新天地C栋7楼","0873-7183755",125.34,43.89
66905.00,"九江越幕影城","铜锣湾广场4楼","0792-3168333",115.82,29.00
66869.00,"诺亚方舟影院","南街669号浙北购物中心6楼","0572-2203399",118.75,32.09
66824.00,"晨光国际影城","迎春南路69号","0571-69812888",115.48,24.80
66781.00,"星美国际影城(西外金兰店)","西外金兰路398号金兰生活广场","0818-8113000",107.46,31.22
66731.00,"晋中中影时代影城","新建西路324号（鼎尚时代广场6层，介休火车站旁）","0354-7588887",111.91,37.01
66681.00,"中广蓝海国际影城","金港中路1号时代广场B栋6楼","0523-86968686",118.69,32.10
66580.00,"枫花园汽车影院","亮马桥路21号（朝阳公园北门对面）","010-64329884010-64319595",116.48,39.95
66547.00,"大地数字影院(新一城店)","雨山路新一城4楼","0555-2829991",113.54,23.11
66535.00,"忠县电影院","忠州镇巴王路99号","023-54234303",108.03,30.28
66530.00,"大地影院(丰汇广场店)","华夏南11号丰汇欢乐广场1楼","0510-88223350",113.54,23.11
66506.00,"大地影院(购物公园店)","宏伟南路洪湖购物公园项目市内步行街三楼东南角","0716-2080568",113.54,23.11
66460.00,"昆明17.5影院(臻万店)","老海埂路豆腐营13号新都昌商业广场臻万百货5层","0871-68411055",102.83,24.88
66459.00,"泰禾电影院(信义坊店)","莫干山路741号（教工路交叉口，假日之星酒店后面）","0571-56050317",120.14,30.29
66457.00,"17.5影城(青特店)","正阳路与青威路东北角青特上豪广场625-2号","0532-66731616",116.36,39.95
66397.00,"新乡奥斯卡大视界国际影城(食博园南区店)","博爱路食博园南区26号","0373-8827888",114.65,35.18
66373.00,"太原红星影院","西矿街与和平路交叉口西矿街70号创意大厦5楼","0351-2839958",112.50,37.85
66370.00,"铜仁中天凤凰影城","锦江南路8号锦江宾馆附楼一楼","0856-5931112",109.18,27.72
66360.00,"时光影城(西双版纳景洪店)","勐泐大道莎湾国际三楼","0691-2147788",100.79,22.00
66315.00,"海口中央绿园影城","文化路文体公园内中央绿园旁","0898-368177880898-67887788",110.19,20.04
66276.00,"乐尚国际影城(沃尔玛店)","东方伟业城市广场沃尔玛负一楼","0595-362651880595-36265288",110.30,25.30
66233.00,"创美国际影城(解放街银座店)","黄河路与解放街交叉口往南100米路西银座商城3楼","0530-5396111",113.11,35.18
66210.00,"传媒影城","滨江北路传媒大楼","0718-7284666",120.34,30.31
66202.00,"横店电影城(新天地店)","城关金鼎新天地广场二楼（苏宁电器二楼）","0576-87099000",107.73,29.86
66124.00,"环球国际影城(叠石桥店)","叠石桥步行街188号","0513-82362333",114.05,22.62
66097.00,"洪山礼堂银兴电影城","水果湖洪山路81号洪山礼堂","027-87233930027-87232936",114.34,30.54
66029.00,"甘肃黄河剧院","皋兰路8号","0931-8884778",103.84,36.04
65934.00,"富顺紫晶影城","富世镇吉安社区15组钟秀街251号","0813-5689333",104.98,29.18
65876.00,"丰润金缘数字影城","曹雪芹东道与人民路交叉口北侧中嘉大道地下广场地下一层（电梯15号们旁）","0315-7838118",118.15,39.82
65864.00,"西安万达影城(乐派广场店)","渭滨路乐派生活广场7层","029-68232500",108.96,34.26
65765.00,"金逸珠江吴川国际影城(解放路店)","梅录解放路53号（原麓城电影院）","0759-5933688",110.77,21.43
65700.00,"罗定东一影城","龙华西路109号即市政广场旁罗定文化中心内","0766-3738117",111.57,22.75
65674.00,"中影星河电影城(松岗店)","松岗街道东方大道C区喜港城（华润万家）3楼","400-880-4122",116.21,31.67
65590.00,"幸福蓝海国际影城(常州和平国际店)","中吴大道1150号和平国际商业街6幢4楼","0519-85800665",119.95,31.75
65552.00,"娄底中影·万泉国际影城","氐星路星海名都一楼（娄星广场旁）","0738-8188588",112.00,27.71
65512.00,"嘉兴大剧院银河电影城(中环南路店)","中环南路南湖大道口","0573-82876288",120.75,30.73
65478.00,"横店电影城(丹徒店)","谷阳大道88号冠城商业中心五楼","0511-81882333",119.44,32.12
65474.00,"温州电影鑫工场","新城东瓯智库万源路879号4-5层","0577-55582929",120.70,28.00
65474.00,"锡林影剧院","锡林大街42号","0479-6847888",116.07,43.94
